weight,subject,predicate,object,evaluated_sentence,makes_sense,confidence
high,light,near,pole,It is likely to see light near pole.,1.0,0.95
high,ceiling,near,pole,It is likely to see ceiling near pole.,1.0,0.57
high,banner,near,pole,It is likely to see banner near pole.,0.0,0.69
high,light,near,lamp,It is likely to see light near lamp.,1.0,0.95
high,light,near,flashlight,It is likely to see light near flashlight.,1.0,0.84
high,light,near,candle,It is likely to see light near candle.,1.0,0.95
high,light,near,street light,It is likely to see light near streetlight.,1.0,0.95
high,light,near,headlights,It is likely to see light near headlights.,1.0,0.72
mid,beach,near,pole,It is NOT likely to see beach near pole.,1.0,0.57
mid,sun,near,pole,It is NOT likely to see sun near pole.,0.0,0.95
mid,heat,near,pole,It is NOT likely to see heat near pole.,1.0,0.95
mid,sand,near,pole,It is NOT likely to see sand near pole.,1.0,0.57
mid,water,near,pole,It is NOT likely to see water near pole.,0.0,0.95
mid,light,near,fire,It is NOT likely to see light near fire.,1.0,0.61
mid,light,near,lamp,It is NOT likely to see light near lamp.,0.0,0.95
mid,light,near,sunlight,It is NOT likely to see light near sunlight.,1.0,0.58
mid,light,near,stars,It is NOT likely to see light near stars.,0.0,0.5
mid,light,near,moon,It is NOT likely to see light near moon.,0.0,0.6
high,house,under,roof,It is likely to see house under roof.,1.0,0.95
high,store,under,roof,It is likely to see store under roof.,0.0,0.5
high,office,under,roof,It is likely to see office under roof.,0.0,0.54
high,garage,under,roof,It is likely to see garage under roof.,0.0,0.52
high,shed,under,roof,It is likely to see shed under roof.,1.0,0.57
high,door,under,roof,It is likely to see door under roof.,1.0,0.95
high,door,under,sky,It is likely to see door under sky.,0.0,0.95
high,door,under,ceiling,It is likely to see door under ceiling.,1.0,0.95
high,door,under,frame,It is likely to see door under frame.,1.0,0.8
high,door,under,wall,It is likely to see door under wall.,1.0,0.95
mid,car,under,roof,It is NOT likely to see car under roof.,1.0,0.91
mid,snow,under,roof,It is NOT likely to see snow under roof.,1.0,0.79
mid,wind,under,roof,It is NOT likely to see wind under roof.,0.0,0.9
mid,rain,under,roof,It is NOT likely to see rain under roof.,1.0,0.89
mid,sun,under,roof,It is NOT likely to see sun under roof.,1.0,0.56
mid,door,under,window,It is NOT likely to see door under window.,0.0,0.95
mid,door,under,table,It is NOT likely to see door under table.,1.0,0.86
mid,door,under,rug,It is NOT likely to see door under rug.,1.0,0.95
mid,door,under,curtain,It is NOT likely to see door under curtain.,0.0,0.95
mid,door,under,picture,It is NOT likely to see door under picture.,1.0,0.95
high,sink,under,counter,It is likely to see sink under counter.,0.0,0.79
high,stove,under,counter,It is likely to see stove under counter.,0.0,0.65
high,oven,under,counter,It is likely to see oven under counter.,0.0,0.51
high,fridge,under,counter,It is likely to see fridge under counter.,1.0,0.95
high,cupboard,under,counter,It is likely to see cupboard under counter.,0.0,0.79
high,cabinet,under,microwave,It is likely to see cabinet under microwave.,1.0,0.95
high,cabinet,under,oven,It is likely to see cabinet under oven.,1.0,0.95
high,cabinet,under,sink,It is likely to see cabinet under sink.,0.0,0.51
high,cabinet,under,counter,It is likely to see cabinet under counter.,1.0,0.81
high,cabinet,under,dishwasher,It is likely to see cabinet under dishwasher.,1.0,0.57
mid,sink,under,counter,It is NOT likely to see sink under counter.,1.0,0.94
mid,table,under,counter,It is NOT likely to see table under counter.,1.0,0.64
mid,chair,under,counter,It is NOT likely to see chair under counter.,0.0,0.5
mid,person,under,counter,It is NOT likely to see person under counter.,1.0,0.95
mid,book,under,counter,It is NOT likely to see book under counter.,0.0,0.95
mid,cabinet,under,sink,It is NOT likely to see cabinet under sink.,0.0,0.73
mid,cabinet,under,window,It is NOT likely to see cabinet under window.,0.0,0.53
mid,cabinet,under,bed,It is NOT likely to see cabinet under bed.,1.0,0.57
mid,cabinet,under,picture,It is NOT likely to see cabinet under picture.,0.0,0.95
mid,cabinet,under,door,It is NOT likely to see cabinet under door.,0.0,0.95
high,sidewalk,under,sky,It is likely to see sidewalk under sky.,0.0,0.53
high,sidewalk,under,clouds,It is likely to see sidewalk under clouds.,0.0,0.51
high,sidewalk,under,sun,It is likely to see sidewalk under sun.,1.0,0.86
high,sidewalk,under,air,It is likely to see sidewalk under air.,0.0,0.95
high,sidewalk,under,space,It is likely to see sidewalk under space.,1.0,0.95
mid,ice,under,roof,It is NOT likely to see ice under roof.,0.0,0.53
mid,sidewalk,under,house,It is NOT likely to see sidewalk under house.,1.0,0.95
mid,sidewalk,under,car,It is NOT likely to see sidewalk under car.,1.0,0.95
mid,sidewalk,under,sky,It is NOT likely to see sidewalk under sky.,1.0,0.95
mid,sidewalk,under,cloud,It is NOT likely to see sidewalk under cloud.,1.0,0.59
mid,sidewalk,under,sun,It is NOT likely to see sidewalk under sun.,1.0,0.51
high,car,under,engine,It is likely to see car under engine.,0.0,0.95
high,bus,under,engine,It is likely to see bus under engine.,0.0,0.73
high,train,under,engine,It is likely to see train under engine.,0.0,0.95
high,truck,under,engine,It is likely to see truck under engine.,1.0,0.65
high,motorcycle,under,engine,It is likely to see motorcycle under engine.,1.0,0.57
high,wheel,under,car,It is likely to see wheel under car.,0.0,0.89
high,wheel,under,bus,It is likely to see wheel under bus.,0.0,0.95
high,wheel,under,train,It is likely to see wheel under train.,1.0,0.51
high,wheel,under,bike,It is likely to see wheel under bike.,0.0,0.7
high,wheel,under,airplane,It is likely to see wheel under airplane.,0.0,0.55
mid,people,under,engine,It is NOT likely to see people under engine.,1.0,0.66
mid,animal,under,engine,It is NOT likely to see animal under engine.,0.0,0.65
mid,rock,under,engine,It is NOT likely to see rock under engine.,1.0,0.56
mid,tree,under,engine,It is NOT likely to see tree under engine.,1.0,0.95
mid,house,under,engine,It is NOT likely to see house under engine.,1.0,0.95
mid,wheel,under,table,It is NOT likely to see wheel under table.,1.0,0.95
mid,wheel,under,ground,It is NOT likely to see wheel underground.,1.0,0.65
mid,wheel,under,sky,It is NOT likely to see wheel under sky.,0.0,0.95
mid,wheel,under,house,It is NOT likely to see wheel under house.,0.0,0.86
mid,wheel,under,car,It is NOT likely to see wheel under car.,0.0,0.93
high,water,under,sink,It is likely to see water under sink.,1.0,0.95
high,soap,under,sink,It is likely to see soap under sink.,1.0,0.66
high,towel,under,sink,It is likely to see towel under sink.,1.0,0.95
high,cleaning supplies,under,sink,It is likely to see cleaning supplies under sink.,0.0,0.95
high,garbage can,under,sink,It is likely to see garbage can under sink.,0.0,0.59
high,tile,under,ceiling,It is likely to see tile under ceiling.,1.0,0.95
high,tile,under,roof,It is likely to see tile under roof.,1.0,0.65
high,tile,under,sky,It is likely to see tile under sky.,1.0,0.89
high,tile,under,sun,It is likely to see tile under sun.,0.0,0.95
high,tile,under,stars,It is likely to see tile under stars.,1.0,0.51
mid,towel,under,sink,It is NOT likely to see towel under sink.,1.0,0.61
mid,clothes,under,sink,It is NOT likely to see clothes under sink.,1.0,0.95
mid,book,under,sink,It is NOT likely to see book under sink.,1.0,0.95
mid,pen,under,sink,It is NOT likely to see pen under sink.,1.0,0.95
mid,paper,under,sink,It is NOT likely to see paper under sink.,1.0,0.63
mid,tile,under,sky,It is NOT likely to see tile under sky.,1.0,0.63
mid,tile,under,mountain,It is NOT likely to see tile under mountain.,1.0,0.95
mid,tile,under,ceiling,It is NOT likely to see tile under ceiling.,1.0,0.86
mid,tile,under,roof,It is NOT likely to see tile under roof.,1.0,0.65
mid,tile,under,,It is NOT likely to see tile under Nan.,1.0,0.52
high,book,under,shelf,It is likely to see book under shelf.,0.0,0.53
high,can,under,shelf,It is likely to see can under shelf.,0.0,0.84
high,jar,under,shelf,It is likely to see jar under shelf.,1.0,0.95
high,cup,under,shelf,It is likely to see cup under shelf.,0.0,0.87
high,plate,under,shelf,It is likely to see plate under shelf.,1.0,0.61
mid,book,under,shelf,It is NOT likely to see book under shelf.,0.0,0.88
mid,plate,under,shelf,It is NOT likely to see plate under shelf.,0.0,0.88
mid,fork,under,shelf,It is NOT likely to see fork under shelf.,1.0,0.93
mid,spoon,under,shelf,It is NOT likely to see spoon under shelf.,0.0,0.59
mid,pan,under,shelf,It is NOT likely to see pan under shelf.,1.0,0.61
mid,tile,under,carpet,It is NOT likely to see tile under carpet.,1.0,0.89
mid,tile,under,furniture,It is NOT likely to see tile under furniture.,1.0,0.95
high,stop,under,sign,It is likely to see stop under sign.,0.0,0.51
high,yield,under,sign,It is likely to see yield under sign.,0.0,0.68
high,do not enter,under,sign,It is likely to see do not enter under sign.,0.0,0.95
high,one way,under,sign,It is likely to see one way under sign.,1.0,0.91
high,no parking,under,sign,It is likely to see no parking under sign.,0.0,0.95
high,sidewalk,under,grass,It is likely to see sidewalk under grass.,0.0,0.5
high,sidewalk,under,trees,It is likely to see sidewalk under trees.,1.0,0.63
mid,window,under,sign,It is NOT likely to see window under sign.,1.0,0.65
mid,sky,under,sign,It is NOT likely to see sky under sign.,1.0,0.54
mid,house,under,sign,It is NOT likely to see house under sign.,1.0,0.89
mid,wall,under,sign,It is NOT likely to see wall under sign.,1.0,0.95
mid,door,under,sign,It is NOT likely to see door under sign.,1.0,0.95
mid,sidewalk,under,moon,It is NOT likely to see sidewalk under moon.,0.0,0.95
high,moon,under,light,It is likely to see moon under light.,1.0,0.57
high,sun,under,light,It is likely to see sun under light.,1.0,0.53
high,lamp,under,light,It is likely to see lamp under light.,1.0,0.57
high,light bulb,under,light,It is likely to see light bulb under light.,1.0,0.63
high,flashlight,under,light,It is likely to see flashlight under light.,1.0,0.54
high,table,under,chair,It is likely to see table under chair.,1.0,0.95
high,table,under,lamp,It is likely to see table under lamp.,1.0,0.54
high,table,under,book,It is likely to see table under book.,1.0,0.57
high,table,under,computer,It is likely to see table under computer.,1.0,0.95
high,table,under,phone,It is likely to see table under phone.,1.0,0.95
mid,people,under,light,It is NOT likely to see people under light.,0.0,0.7
mid,car,under,light,It is NOT likely to see car under light.,1.0,0.95
mid,building,under,light,It is NOT likely to see building under light.,1.0,0.57
mid,table,under,light,It is NOT likely to see table under light.,1.0,0.66
mid,lamp,under,light,It is NOT likely to see lamp under light.,0.0,0.5
mid,table,under,ceiling,It is NOT likely to see table under ceiling.,0.0,0.64
mid,table,under,sky,It is NOT likely to see table under sky.,1.0,0.61
mid,table,under,sun,It is NOT likely to see table under sun.,0.0,0.9
mid,table,under,clouds,It is NOT likely to see table under clouds.,0.0,0.88
mid,table,under,stars,It is NOT likely to see table under stars.,1.0,0.95
high,shirt,under,arm,It is likely to see shirt under arm.,1.0,0.66
high,blouse,under,arm,It is likely to see blouse under arm.,0.0,0.82
high,sweater,under,arm,It is likely to see sweater under arm.,0.0,0.95
high,jacket,under,arm,It is likely to see jacket under arm.,1.0,0.57
high,coat,under,arm,It is likely to see coat under arm.,1.0,0.54
high,pant,under,Shirt,It is likely to see pant under Shirt.,0.0,0.63
high,pant,under,blouse,It is likely to see pant under blouse.,1.0,0.73
high,pant,under,dress,It is likely to see pant under dress.,0.0,0.95
high,pant,under,sweater,It is likely to see pant under sweater.,1.0,0.58
high,pant,under,jacket,It is likely to see pant under jacket.,1.0,0.95
mid,pillow,under,arm,It is NOT likely to see pillow under arm.,1.0,0.63
mid,cat,under,arm,It is NOT likely to see cat under arm.,1.0,0.57
mid,book,under,arm,It is NOT likely to see book under arm.,0.0,0.53
mid,phone,under,arm,It is NOT likely to see phone under arm.,1.0,0.63
mid,pen,under,arm,It is NOT likely to see pen under arm.,0.0,0.67
mid,pant,under,clouds,It is NOT likely to see pant under clouds.,0.0,0.84
mid,pant,under,sky,It is NOT likely to see pant under sky.,1.0,0.95
mid,pant,under,ceiling,It is NOT likely to see pant under ceiling.,0.0,0.81
mid,pant,under,roof,It is NOT likely to see pant under roof.,1.0,0.51
mid,pant,under,sun,It is NOT likely to see pant under sun.,1.0,0.95
high,snow,under,mountain,It is likely to see snow under mountain.,0.0,0.95
high,snow,under,sky,It is likely to see snow under sky.,1.0,0.95
high,snow,under,cloud,It is likely to see snow under cloud.,0.0,0.95
high,snow,under,air,It is likely to see snow under air.,0.0,0.95
high,snow,under,sun,It is likely to see snow under sun.,1.0,0.95
mid,paper,under,arm,It is NOT likely to see paper under arm.,1.0,0.64
mid,computer,under,arm,It is NOT likely to see computer under arm.,0.0,0.51
mid,snow,under,sky,It is NOT likely to see snow under sky.,1.0,0.54
mid,snow,under,airplane,It is NOT likely to see snow under airplane.,1.0,0.95
mid,snow,under,sun,It is NOT likely to see snow under sun.,0.0,0.5
mid,snow,under,star,It is NOT likely to see snow under star.,1.0,0.95
high,train,behind,person,It is likely to see train behind person.,1.0,0.95
high,sidewalk,behind,person,It is likely to see sidewalk behind person.,1.0,0.63
high,track,behind,person,It is likely to see track behind person.,0.0,0.95
high,street,behind,person,It is likely to see street behind person.,1.0,0.51
high,building,behind,person,It is likely to see building behind person.,1.0,0.95
high,sign,behind,stop,It is likely to see sign behind stop.,1.0,0.51
high,sign,behind,yield,It is likely to see sign behind yield.,1.0,0.51
high,sign,behind,do not enter,It is likely to see sign behind do not enter.,1.0,0.56
high,sign,behind,one way,It is likely to see sign behind one way.,0.0,0.64
high,sign,behind,no parking,It is likely to see sign behind no parking.,0.0,0.95
mid,hat,behind,person,It is NOT likely to see hat behind person.,0.0,0.63
mid,drawer,behind,person,It is NOT likely to see drawer behind person.,0.0,0.95
mid,vase,behind,person,It is NOT likely to see vase behind person.,0.0,0.77
mid,basket,behind,person,It is NOT likely to see basket behind person.,1.0,0.54
mid,box,behind,person,It is NOT likely to see box behind person.,1.0,0.57
mid,sign,behind,car,It is NOT likely to see sign behind car.,0.0,0.53
mid,sign,behind,house,It is NOT likely to see sign behind house.,0.0,0.95
mid,sign,behind,bike,It is NOT likely to see sign behind bike.,1.0,0.53
mid,sign,behind,person,It is NOT likely to see sign behind person.,0.0,0.93
mid,sign,behind,animal,It is NOT likely to see sign behind animal.,0.0,0.76
high,spine,behind,arm,It is likely to see spine behind arm.,1.0,0.67
high,shoulder,behind,arm,It is likely to see shoulder behind arm.,1.0,0.63
high,chest,behind,arm,It is likely to see chest behind arm.,1.0,0.51
high,stomach,behind,arm,It is likely to see stomach behind arm.,1.0,0.62
high,pelvis,behind,arm,It is likely to see pelvis behind arm.,1.0,0.93
high,tree,behind,house,It is likely to see tree behind house.,1.0,0.61
high,tree,behind,building,It is likely to see tree behind building.,1.0,0.63
high,tree,behind,fence,It is likely to see tree behind fence.,0.0,0.75
high,tree,behind,sidewalk,It is likely to see tree behind sidewalk.,1.0,0.69
high,tree,behind,street,It is likely to see tree behind street.,1.0,0.51
mid,eye,behind,arm,It is NOT likely to see eye behind arm.,1.0,0.94
mid,nose,behind,arm,It is NOT likely to see nose behind arm.,1.0,0.59
mid,mouth,behind,arm,It is NOT likely to see mouth behind arm.,1.0,0.83
mid,chin,behind,arm,It is NOT likely to see chin behind arm.,1.0,0.66
mid,ear,behind,arm,It is NOT likely to see ear behind arm.,0.0,0.8
mid,tree,behind,house,It is NOT likely to see tree behind house.,0.0,0.95
mid,tree,behind,school,It is NOT likely to see tree behind school.,1.0,0.91
mid,tree,behind,mountain,It is NOT likely to see tree behind mountain.,0.0,0.95
mid,tree,behind,sun,It is NOT likely to see tree behind sun.,1.0,0.95
mid,tree,behind,moon,It is NOT likely to see tree behind moon.,0.0,0.6
high,house,behind,dog,It is likely to see house behind dog.,1.0,0.95
high,backyard,behind,dog,It is likely to see backyard behind dog.,1.0,0.95
high,fence,behind,dog,It is likely to see fence behind dog.,1.0,0.51
high,door,behind,dog,It is likely to see door behind dog.,1.0,0.95
high,family,behind,dog,It is likely to see family behind dog.,1.0,0.51
mid,cat,behind,dog,It is NOT likely to see cat behind dog.,1.0,0.95
mid,bird,behind,dog,It is NOT likely to see bird behind dog.,0.0,0.9
mid,rat,behind,dog,It is NOT likely to see rat behind dog.,1.0,0.9
mid,snake,behind,dog,It is NOT likely to see snake behind dog.,1.0,0.95
mid,hamster,behind,dog,It is NOT likely to see hamster behind dog.,1.0,0.95
mid,tree,behind,park,It is NOT likely to see tree behind park.,1.0,0.63
mid,tree,behind,hospital,It is NOT likely to see tree behind hospital.,0.0,0.95
mid,tree,behind,beach,It is NOT likely to see tree behind beach.,1.0,0.94
high,company,behind,logo,It is likely to see company behind logo.,1.0,0.95
high,product,behind,logo,It is likely to see product behind logo.,0.0,0.95
high,service,behind,logo,It is likely to see service behind logo.,0.0,0.94
high,brand,behind,logo,It is likely to see brand behind logo.,0.0,0.65
high,website,behind,logo,It is likely to see website behind logo.,1.0,0.66
mid,poster,behind,logo,It is NOT likely to see poster behind logo.,0.0,0.95
mid,board,behind,logo,It is NOT likely to see board behind logo.,1.0,0.87
mid,wall,behind,logo,It is NOT likely to see wall behind logo.,1.0,0.63
mid,door,behind,logo,It is NOT likely to see door behind logo.,1.0,0.95
mid,ground,behind,logo,It is NOT likely to see ground behind logo.,0.0,0.87
mid,tree,behind,car,It is NOT likely to see tree behind car.,0.0,0.55
mid,tree,behind,table,It is NOT likely to see tree behind table.,1.0,0.51
mid,tree,behind,piece of paper,It is NOT likely to see tree behind piece of paper.,1.0,0.56
high,train,behind,boy,It is likely to see train behind boy.,0.0,0.53
high,sidewalk,behind,boy,It is likely to see sidewalk behind boy.,1.0,0.53
high,track,behind,boy,It is likely to see track behind boy.,1.0,0.95
high,street,behind,boy,It is likely to see street behind boy.,1.0,0.6
high,building,behind,boy,It is likely to see building behind boy.,1.0,0.95
mid,school,behind,boy,It is NOT likely to see school behind boy.,0.0,0.57
mid,house,behind,boy,It is NOT likely to see house behind boy.,0.0,0.94
mid,sky,behind,boy,It is NOT likely to see sky behind boy.,1.0,0.93
mid,sun,behind,boy,It is NOT likely to see sun behind boy.,0.0,0.79
mid,moon,behind,boy,It is NOT likely to see moon behind boy.,1.0,0.7
mid,tree,behind,building,It is NOT likely to see tree behind building.,0.0,0.95
high,plant,behind,animal,It is likely to see plant behind animal.,0.0,0.95
high,water,behind,animal,It is likely to see water behind animal.,1.0,0.57
high,air,behind,animal,It is likely to see air behind animal.,1.0,0.63
high,land,behind,animal,It is likely to see land behind animal.,1.0,0.94
high,food,behind,animal,It is likely to see food behind animal.,1.0,0.51
mid,plant,behind,animal,It is NOT likely to see plant behind animal.,1.0,0.61
mid,object,behind,animal,It is NOT likely to see object behind animal.,0.0,0.95
mid,person,behind,animal,It is NOT likely to see person behind animal.,0.0,0.61
mid,another animal,behind,animal,It is NOT likely to see another animal behind animal.,1.0,0.56
mid,air,behind,animal,It is NOT likely to see air behind animal.,0.0,0.9
mid,tree,behind,flowers,It is NOT likely to see tree behind flowers.,0.0,0.54
mid,tree,behind,cathedral,It is NOT likely to see tree behind cathedral.,1.0,0.95
mid,tree,behind,apartment,It is NOT likely to see tree behind apartment.,0.0,0.5
mid,tree,behind,bridge,It is NOT likely to see tree behind bridge.,1.0,0.63
high,door,behind,woman,It is likely to see door behind woman.,1.0,0.95
high,window,behind,woman,It is likely to see window behind woman.,1.0,0.95
high,car,behind,woman,It is likely to see car behind woman.,1.0,0.58
high,house,behind,woman,It is likely to see house behind woman.,0.0,0.79
high,building,behind,woman,It is likely to see building behind woman.,1.0,0.95
high,door,behind,house,It is likely to see door behind house.,1.0,0.65
high,door,behind,room,It is likely to see door behind room.,0.0,0.58
high,door,behind,closet,It is likely to see door behind closet.,0.0,0.68
high,door,behind,bathroom,It is likely to see door behind bathroom.,1.0,0.63
high,door,behind,bedroom,It is likely to see door behind bedroom.,0.0,0.95
mid,wall,behind,woman,It is NOT likely to see wall behind woman.,0.0,0.54
mid,man,behind,woman,It is NOT likely to see man behind woman.,0.0,0.95
mid,cat,behind,woman,It is NOT likely to see cat behind woman.,1.0,0.95
mid,door,behind,woman,It is NOT likely to see door behind woman.,1.0,0.84
mid,curtain,behind,woman,It is NOT likely to see curtain behind woman.,1.0,0.95
mid,door,behind,window,It is NOT likely to see door behind window.,1.0,0.51
mid,door,behind,box,It is NOT likely to see door behind box.,0.0,0.7
mid,door,behind,people,It is NOT likely to see door behind people.,0.0,0.95
mid,door,behind,basket,It is NOT likely to see door behind basket.,1.0,0.69
mid,door,behind,vase,It is NOT likely to see door behind vase.,1.0,0.64
high,cat,behind,tail,It is likely to see cat behind tail.,1.0,0.78
high,dog,behind,tail,It is likely to see dog behind tail.,0.0,0.72
high,rabbit,behind,tail,It is likely to see rabbit behind tail.,0.0,0.53
high,mouse,behind,tail,It is likely to see mouse behind tail.,0.0,0.95
high,bird,behind,tail,It is likely to see bird behind tail.,0.0,0.95
mid,head,behind,tail,It is NOT likely to see head behind tail.,0.0,0.92
mid,beginning,behind,tail,It is NOT likely to see beginning behind tail.,0.0,0.53
mid,top,behind,tail,It is NOT likely to see top behind tail.,0.0,0.95
mid,front,behind,tail,It is NOT likely to see front behind tail.,1.0,0.65
mid,side,behind,tail,It is NOT likely to see side behind tail.,1.0,0.58
mid,tree,behind,door,It is NOT likely to see tree behind door.,1.0,0.95
mid,tree,behind,river,It is NOT likely to see tree behind river.,0.0,0.95
high,mountain,behind,train,It is likely to see mountain behind train.,0.0,0.64
high,valley,behind,train,It is likely to see valley behind train.,1.0,0.94
high,forest,behind,train,It is likely to see forest behind train.,1.0,0.63
high,hill,behind,train,It is likely to see hill behind train.,1.0,0.56
high,tree,behind,train,It is likely to see tree behind train.,1.0,0.95
high,building,behind,skyscraper,It is likely to see building behind skyscraper.,1.0,0.95
high,building,behind,apartment,It is likely to see building behind apartment.,1.0,0.95
high,building,behind,house,It is likely to see building behind house.,1.0,0.72
high,building,behind,office,It is likely to see building behind office.,1.0,0.65
high,building,behind,store,It is likely to see building behind store.,0.0,0.6
mid,wall,behind,train,It is NOT likely to see wall behind train.,1.0,0.95
mid,table,behind,train,It is NOT likely to see table behind train.,1.0,0.51
mid,desk,behind,train,It is NOT likely to see desk behind train.,0.0,0.53
mid,car,behind,train,It is NOT likely to see car behind train.,1.0,0.93
mid,train,behind,train,It is NOT likely to see train behind train.,1.0,0.94
mid,building,behind,work,It is NOT likely to see building behind work.,1.0,0.95
mid,building,behind,park,It is NOT likely to see building behind park.,0.0,0.56
mid,building,behind,school,It is NOT likely to see building behind school.,1.0,0.83
mid,building,behind,hospital,It is NOT likely to see building behind hospital.,1.0,0.74
mid,building,behind,church,It is NOT likely to see building behind church.,0.0,0.93
mid,building,behind,house,It is NOT likely to see building behind house.,0.0,0.95
high,game,behind,player,It is likely to see game behind player.,1.0,0.63
high,computer,behind,player,It is likely to see computer behind player.,1.0,0.92
high,phone,behind,player,It is likely to see phone behind player.,0.0,0.95
high,TV,behind,player,It is likely to see TV behind player.,1.0,0.92
high,table,behind,player,It is likely to see table behind player.,0.0,0.95
mid,car,behind,player,It is NOT likely to see car behind player.,1.0,0.68
mid,house,behind,player,It is NOT likely to see house behind player.,1.0,0.88
mid,wall,behind,player,It is NOT likely to see wall behind player.,0.0,0.9
mid,door,behind,player,It is NOT likely to see door behind player.,1.0,0.94
mid,stage,behind,player,It is NOT likely to see stage behind player.,0.0,0.88
mid,tree,behind,store,It is NOT likely to see tree behind store.,0.0,0.71
high,train,in front of,person,It is likely to see train in front of person.,1.0,0.63
high,sidewalk,in front of,person,It is likely to see sidewalk in front of person.,1.0,0.95
high,track,in front of,person,It is likely to see track in front of person.,1.0,0.95
high,street,in front of,person,It is likely to see street in front of person.,1.0,0.95
high,building,in front of,person,It is likely to see building in front of person.,0.0,0.95
high,plate,in front of,table,It is likely to see plate in front of table.,0.0,0.51
high,plate,in front of,counter,It is likely to see plate in front of counter.,0.0,0.51
high,plate,in front of,desk,It is likely to see plate in front of desk.,1.0,0.65
high,plate,in front of,bar,It is likely to see plate in front of bar.,0.0,0.95
high,plate,in front of,stool,It is likely to see plate in front of stool.,0.0,0.95
mid,door,in front of,person,It is NOT likely to see door in front of person.,0.0,0.95
mid,window,in front of,person,It is NOT likely to see window in front of person.,1.0,0.83
mid,table,in front of,person,It is NOT likely to see table in front of person.,0.0,0.95
mid,computer,in front of,person,It is NOT likely to see computer in front of person.,0.0,0.55
mid,chair,in front of,person,It is NOT likely to see chair in front of person.,0.0,0.93
mid,plate,in front of,window,It is NOT likely to see plate in front of window.,1.0,0.63
mid,plate,in front of,people,It is NOT likely to see plate in front of people.,0.0,0.95
mid,plate,in front of,rock,It is NOT likely to see plate in front of rock.,1.0,0.66
mid,plate,in front of,tree,It is NOT likely to see plate in front of tree.,1.0,0.95
mid,plate,in front of,jacket,It is NOT likely to see plate in front of jacket.,1.0,0.94
high,sidewalk,in front of,building,It is likely to see sidewalk in front of building.,0.0,0.55
high,street,in front of,building,It is likely to see street in front of building.,1.0,0.84
high,car,in front of,building,It is likely to see car in front of building.,1.0,0.61
high,bus,in front of,building,It is likely to see bus in front of building.,0.0,0.94
high,people,in front of,building,It is likely to see people in front of building.,0.0,0.52
high,bus,in front of,school,It is likely to see bus in front of school.,1.0,0.66
high,bus,in front of,church,It is likely to see bus in front of church.,1.0,0.95
high,bus,in front of,hospital,It is likely to see bus in front of hospital.,1.0,0.95
high,bus,in front of,library,It is likely to see bus in front of library.,1.0,0.63
high,bus,in front of,park,It is likely to see bus in front of park.,1.0,0.8
mid,street,in front of,building,It is NOT likely to see street in front of building.,0.0,0.95
mid,grass,in front of,building,It is NOT likely to see grass in front of building.,1.0,0.95
mid,trees,in front of,building,It is NOT likely to see trees in front of building.,0.0,0.53
mid,bus,in front of,house,It is NOT likely to see bus in front of house.,0.0,0.95
mid,bus,in front of,school,It is NOT likely to see bus in front of school.,0.0,0.5
mid,bus,in front of,church,It is NOT likely to see bus in front of church.,1.0,0.95
mid,bus,in front of,hospital,It is NOT likely to see bus in front of hospital.,0.0,0.53
mid,bus,in front of,park,It is NOT likely to see bus in front of park.,0.0,0.88
high,person,in front of,tree,It is likely to see person in front of tree.,1.0,0.94
high,house,in front of,tree,It is likely to see house in front of tree.,1.0,0.95
high,car,in front of,tree,It is likely to see car in front of tree.,1.0,0.69
high,sidewalk,in front of,tree,It is likely to see sidewalk in front of tree.,0.0,0.55
high,street,in front of,tree,It is likely to see street in front of tree.,1.0,0.9
high,bench,in front of,building,It is likely to see bench in front of building.,0.0,0.95
high,bench,in front of,sidewalk,It is likely to see bench in front of sidewalk.,1.0,0.95
high,bench,in front of,park,It is likely to see bench in front of park.,1.0,0.66
high,bench,in front of,garden,It is likely to see bench in front of garden.,1.0,0.54
high,bench,in front of,waiting room,It is likely to see bench in front of waiting room.,0.0,0.51
mid,window,in front of,tree,It is NOT likely to see window in front of tree.,1.0,0.84
mid,house,in front of,tree,It is NOT likely to see house in front of tree.,1.0,0.95
mid,car,in front of,tree,It is NOT likely to see car in front of tree.,1.0,0.95
mid,school,in front of,tree,It is NOT likely to see school in front of tree.,0.0,0.94
mid,person,in front of,tree,It is NOT likely to see person in front of tree.,0.0,0.95
mid,bench,in front of,garden,It is NOT likely to see bench in front of garden.,1.0,0.54
mid,bench,in front of,house,It is NOT likely to see bench in front of house.,1.0,0.95
mid,bench,in front of,school,It is NOT likely to see bench in front of school.,1.0,0.51
mid,bench,in front of,office,It is NOT likely to see bench in front of office.,0.0,0.95
mid,bench,in front of,church,It is NOT likely to see bench in front of church.,0.0,0.95
mid,bench,in front of,store,It is NOT likely to see bench in front of store.,0.0,0.81
high,people,in front of,door,It is likely to see people in front of door.,1.0,0.66
high,people,in front of,window,It is likely to see people in front of window.,1.0,0.95
high,people,in front of,car,It is likely to see people in front of car.,1.0,0.64
high,people,in front of,bus,It is likely to see people in front of bus.,0.0,0.61
high,people,in front of,train,It is likely to see people in front of train.,1.0,0.83
mid,house,in front of,building,It is NOT likely to see house in front of building.,1.0,0.66
mid,school,in front of,building,It is NOT likely to see school in front of building.,1.0,0.94
mid,office,in front of,building,It is NOT likely to see office in front of building.,0.0,0.92
mid,church,in front of,building,It is NOT likely to see church in front of building.,1.0,0.75
